filename,latitude,longitude,recording_date
102100.mp3,54.04,-114.59,2014-06-26
101982.mp3,54.12,-114.65,2014-05-31
101984.mp3,54.12,-114.65,2014-06-01
101985.mp3,54.12,-114.65,2014-06-02
102111.mp3,54.05,-114.61,2014-06-26
102111.mp3,54.05,-114.61,2014-06-26
102115.mp3,54.05,-114.61,2014-06-26
102116.mp3,54.05,-114.61,2014-06-26
101990.mp3,54.12,-114.63,2014-06-01
102000.mp3,54.05,-114.61,2014-06-03
156075.mp3,54.12,-114.63,2014-05-31
102001.mp3,54.12,-114.63,2014-06-01
155824.mp3,54.12,-114.63,2014-06-02
102011.mp3,54.04,-114.62,2014-06-04
102272.mp3,49.80,-113.20,2014-06-24
102273.mp3,49.80,-113.20,2014-06-25
102275.mp3,49.80,-113.20,2014-06-26
102275.mp3,49.80,-113.20,2014-06-26
102275.mp3,49.80,-113.20,2014-06-26
102277.mp3,49.80,-113.20,2014-06-25
102277.mp3,49.80,-113.20,2014-06-25
102279.mp3,49.80,-113.20,2014-06-26
102283.mp3,49.79,-113.20,2014-06-19
102288.mp3,49.80,-113.19,2014-06-20
102289.mp3,49.80,-113.19,2014-06-21
102291.mp3,49.80,-113.19,2014-06-23
102304.mp3,49.78,-113.26,2014-07-01
102305.mp3,49.78,-113.26,2014-07-01
102305.mp3,49.78,-113.26,2014-07-01
102310.mp3,49.78,-113.26,2014-07-01
102310.mp3,49.78,-113.26,2014-07-01
102310.mp3,49.78,-113.26,2014-07-01
102312.mp3,49.78,-113.26,2014-07-01
102320.mp3,49.78,-113.26,2014-07-01
102325.mp3,49.78,-113.26,2014-07-02
102325.mp3,49.78,-113.26,2014-07-02
102325.mp3,49.78,-113.26,2014-07-02
102374.mp3,49.81,-113.20,2014-07-01
102376.mp3,49.81,-113.20,2014-07-01
102377.mp3,49.81,-113.20,2014-07-01
102394.mp3,49.81,-113.20,2014-07-02
102415.mp3,49.81,-113.20,2014-07-03
102425.mp3,49.79,-113.19,2014-06-01
102140.mp3,49.81,-113.20,2014-06-27
102142.mp3,49.81,-113.20,2014-06-27
102154.mp3,49.81,-113.20,2014-06-28
102187.mp3,49.80,-113.20,2014-06-19
102187.mp3,49.80,-113.20,2014-06-19
102187.mp3,49.80,-113.20,2014-06-19
102189.mp3,49.80,-113.20,2014-06-21
102254.mp3,49.80,-113.21,2014-06-12
102257.mp3,49.80,-113.21,2014-06-13
102261.mp3,49.79,-113.22,2014-06-13
102265.mp3,49.79,-113.26,2014-05-30
102266.mp3,49.79,-113.26,2014-05-31
102266.mp3,49.79,-113.26,2014-05-31
102266.mp3,49.79,-113.26,2014-05-31
102267.mp3,49.79,-113.26,2014-06-01
102267.mp3,49.79,-113.26,2014-06-01
102513.mp3,51.17,-114.40,2014-06-23
102517.mp3,51.17,-114.40,2014-06-23
102530.mp3,51.16,-114.41,2014-06-29
102541.mp3,51.17,-114.39,2014-05-31
102562.mp3,51.16,-114.36,2014-07-11
102562.mp3,51.16,-114.36,2014-07-11
102585.mp3,51.16,-114.34,2014-06-24
102585.mp3,51.16,-114.34,2014-06-24
